name,score_rank,popularity_rank,members,year,season,episodes,studio,source,genres,score,ave_main_cast_favorites
Mayonaka no Occult Koumuin,#4957,#2339,53418,2019,spring,12.0,LIDENFILMS,Manga,"['Demons', 'Fantasy', 'Mystery', 'Shoujo', 'Supernatural']",6.71,9159.42857142857
Joshikausei,#9291,#2502,47857,2019,spring,12.0,Seven,Web manga,"['Comedy', 'School', 'Slice of Life']",5.77,416.3333333333333
Araiya-san!: Ore to Aitsu ga Onnayu de!?,#5918,#2852,37030,2019,spring,8.0,Magic Bus,Manga,"['Comedy', 'Ecchi', 'Romance']",6.52,74.66666666666667
Dr. Stone,#214,#69,1186682,2019,summer,24.0,TMS Entertainment,Manga,"['Sci-Fi', 'Adventure', 'Comedy', 'Shounen']",8.32,2062.4
Enen no Shouboutai,#1118,#113,872160,2019,summer,24.0,David Production,Manga,"['Action', 'Supernatural', 'Shounen']",7.67,7525.0
Vinland Saga,#40,#119,853195,2019,summer,24.0,Wit Studio,Manga,"['Action', 'Adventure', 'Historical', 'Drama', 'Seinen']",8.72,3124.333333333333
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,#2682,#234,585641,2019,summer,12.0,J.C.Staff,Light novel,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",7.23,25599.0
Arifureta Shokugyou de Sekai Saikyou,#5528,#358,430894,2019,summer,13.0,asread.,Light novel,"['Action', 'Adventure', 'Harem', 'Fantasy']",6.59,2815.0
Given,#183,#442,360444,2019,summer,11.0,Lerche,Manga,"['Drama', 'Music', 'Romance', 'Shounen Ai', 'Slice of Life']",8.35,3145.5
Dumbbell Nan Kilo Moteru?,#2311,#591,278583,2019,summer,12.0,Doga Kobo,Web manga,"['Slice of Life', 'Comedy', 'Sports', 'Ecchi']",7.31,8428.0
Araburu Kisetsu no Otome-domo yo.,#1804,#703,237687,2019,summer,12.0,Lay-duce,Manga,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen']",7.44,1728.6
Kanata no Astra,#388,#741,226456,2019,summer,12.0,Lerche,Manga,"['Adventure', 'Mystery', 'Sci-Fi', 'Shounen', 'Space']",8.13,9984.111111111111
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,#5649,#751,224948,2019,summer,12.0,Seven,Light novel,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",6.57,4658.8
Isekai Cheat Magician,#10399,#754,223867,2019,summer,12.0,Encourage Films,Light novel,"['Action', 'Adventure', 'Fantasy']",5.39,18376.0
Karakai Jouzu no Takagi-san 2,#409,#769,218413,2019,summer,12.0,Shin-Ei Animation,Manga,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Shounen']",8.11,49196.5
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,#10001,#815,206859,2019,summer,12.0,J.C.Staff,Light novel,"['Adventure', 'Comedy', 'Fantasy']",5.54,11824.0
Tejina-senpai,#6312,#830,202369,2019,summer,12.0,LIDENFILMS,Manga,"['Comedy', 'Ecchi', 'School', 'Seinen']",6.45,773.0
Toaru Kagaku no Accelerator,#2914,#960,173852,2019,summer,12.0,J.C.Staff,Manga,"['Super Power', 'Supernatural', 'Fantasy', 'School']",7.18,14300.333333333334
"Maou-sama, Retry!",#5945,#980,170680,2019,summer,12.0,EKACHI EPILKA,Light novel,"['Action', 'Adventure', 'Fantasy']",6.52,8906.25
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",#3457,#1100,152601,2019,summer,12.0,Maho Film,Light novel,"['Slice of Life', 'Fantasy']",7.06,10244.0
Sounan Desu ka?,#5488,#1318,122563,2019,summer,12.0,Ezόla,Manga,"['Adventure', 'Comedy', 'Seinen']",6.6,965.0
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,#2058,#1354,118819,2019,summer,13.0,TROYCA,Light novel,"['Fantasy', 'Mystery', 'Supernatural']",7.37,10921.333333333334
Machikado Mazoku,#1155,#1456,107262,2019,summer,12.0,J.C.Staff,4-koma manga,"['Slice of Life', 'Comedy', 'Magic']",7.66,4405.0
Katsute Kami Datta Kemono-tachi e,#6577,#1536,100766,2019,summer,12.0,MAPPA,Manga,"['Action', 'Drama', 'Fantasy', 'Military', 'Shounen']",6.4,2629.0
Nakanohito Genome [Jikkyouchuu],#4188,#1565,98843,2019,summer,12.0,SILVER LINK.,Web manga,"['Game', 'Comedy', 'Drama']",6.88,3198.375
Cop Craft,#4905,#1571,97956,2019,summer,12.0,Millepensee,Light novel,"['Action', 'Fantasy', 'Magic', 'Police', 'Sci-Fi']",6.72,9361.0
Joshikousei no Mudazukai,#1017,#1706,87717,2019,summer,12.0,Passione,Web manga,"['Comedy', 'School']",7.71,8789.0
Bem,#8322,#2244,57011,2019,summer,12.0,Production I.G,Original,"['Action', 'Demons', 'Supernatural']",6.04,4267.333333333333
Granbelm,#4944,#2581,44485,2019,summer,13.0,Nexus,Original,"['Fantasy', 'Magic', 'Mecha']",6.71,627.5
Ensemble Stars!,#4215,#2985,34030,2019,summer,24.0,David Production,Game,"['Music', 'School']",6.87,17436.6
Senki Zesshou Symphogear XV,#330,#3149,30592,2019,summer,13.0,Satelight,Original,"['Action', 'Music', 'Sci-Fi']",8.19,12277.166666666666
Boku no Hero Academia 4th Season,#533,#67,1194795,2019,fall,25.0,Bones,Manga,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",8.01,3428.0
Beastars,#603,#230,593300,2019,fall,12.0,Orange,Manga,"['Slice of Life', 'Psychological', 'Drama', 'School', 'Shounen']",7.96,852.3333333333334
Sword Art Online: Alicization - War of Underworld,#1342,#287,517694,2019,fall,12.0,A-1 Pictures,Light novel,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",7.59,24219.33333333333
Nanatsu no Taizai: Kamigami no Gekirin,#6326,#293,514742,2019,fall,24.0,Studio Deen,Manga,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",6.44,22108.444444444445
Shokugeki no Souma: Shin no Sara,#946,#354,435533,2019,fall,12.0,J.C.Staff,Manga,"['Ecchi', 'School', 'Shounen']",7.75,11824.666666666666
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,#1532,#368,421853,2019,fall,12.0,White Fox,Light novel,"['Action', 'Adventure', 'Comedy', 'Fantasy']",7.52,5681.5
Ore wo Suki nano wa Omae dake ka yo,#2065,#493,326309,2019,fall,12.0,Connect,Light novel,"['Harem', 'Comedy', 'Romance', 'School']",7.37,5162.25
Mairimashita! Iruma-kun,#1021,#611,269913,2019,fall,23.0,Bandai Namco Pictures,Manga,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'School', 'Shounen']",7.71,18308.2
Assassins Pride,#8782,#661,252094,2019,fall,12.0,EMT Squared,Light novel,['Fantasy'],5.92,2491.0
Bokutachi wa Benkyou ga Dekinai!,#2131,#804,210415,2019,fall,13.0,Silver,Manga,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",7.35,936.8333333333334
Psycho-Pass 3,#1594,#835,200845,2019,fall,8.0,Production I.G,Original,"['Action', 'Sci-Fi', 'Police', 'Psychological', 'Thriller']",7.51,43419.0
Fate/Grand Order: Zettai Majuu Sensen Babylonia,#626,#888,192793,2019,fall,21.0,CloverWorks,Game,"['Action', 'Supernatural', 'Magic', 'Fantasy']",7.94,12060.166666666666
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,#6851,#939,179567,2019,fall,12.0,Project No.9,Light novel,['Fantasy'],6.34,1358.25
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,#531,#940,178396,2019,fall,14.0,Ajia-Do,Light novel,"['Slice of Life', 'Fantasy']",8.02,1527.0
No Guns Life,#4231,#1051,157872,2019,fall,12.0,Madhouse,Manga,"['Action', 'Sci-Fi', 'Drama', 'Seinen']",6.87,8458.333333333334
Hataage! Kemono Michi,#5235,#1103,151841,2019,fall,12.0,ENGI,Manga,"['Comedy', 'Fantasy', 'Shounen']",6.65,2214.0
Ahiru no Sora,#2302,#1121,149506,2019,fall,50.0,Diomedéa,Manga,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",7.31,25422.666666666668
Hoshiai no Sora,#1420,#1204,138458,2019,fall,12.0,8bit,Original,"['Slice of Life', 'Sports', 'Drama', 'School']",7.56,7272.5
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",#4437,#1295,127163,2019,fall,12.0,Project No.9,Light novel,"['Comedy', 'Fantasy']",6.82,515.0
Azur Lane,#7145,#1317,122932,2019,fall,12.0,Bibury Animation Studios,Game,"['Action', 'Military', 'Sci-Fi']",6.28,10261.4
Babylon,#4559,#1405,112579,2019,fall,12.0,Revoroot,Novel,"['Mystery', 'Psychological', 'Thriller']",6.79,16282.333333333334
Kono Oto Tomare! 2nd Season,#144,#1504,103760,2019,fall,13.0,Platinum Vision,Manga,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",8.42,2991.75
Chihayafuru 3,#113,#1524,102224,2019,fall,24.0,Madhouse,Manga,"['Game', 'Slice of Life', 'Sports', 'Drama', 'School', 'Josei']",8.49,30480.33333333333
High Score Girl II,#509,#1580,98183,2019,fall,9.0,J.C.Staff,Manga,"['Comedy', 'Game', 'Romance', 'School', 'Seinen']",8.03,105.0
Radiant 2nd Season,#1336,#1837,78914,2019,fall,21.0,Lerche,Other,"['Action', 'Adventure', 'Magic', 'Fantasy']",7.59,8699.0
Kabukichou Sherlock,#4122,#1929,71941,2019,fall,24.0,Production I.G,Original,"['Mystery', 'Comedy', 'Drama']",6.9,14733.0
Val x Love,#8886,#1942,71305,2019,fall,12.0,Hoods Entertainment,Manga,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School', 'Shounen']",5.89,1066.5
Granblue Fantasy The Animation Season 2,#4751,#2395,51358,2019,fall,12.0,MAPPA,Game,"['Adventure', 'Fantasy']",6.75,16107.833333333334
Pokemon (2019),#2824,#2428,49964,2019,fall,,OLM,Game,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",7.2,2975.75
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,#8365,#2730,39833,2019,fall,12.0,Anima&Co.,Original,"['Action', 'Police', 'Vampire', 'Fantasy']",6.03,5608.714285714285
Fairy Gone 2nd Season,#6687,#2783,38639,2019,fall,12.0,P.A. Works,Original,"['Action', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",6.37,0.0
Houkago Saikoro Club,#4947,#2787,38587,2019,fall,12.0,LIDENFILMS,Manga,"['Game', 'Comedy', 'School', 'Shounen']",6.71,834.0
Chuubyou Gekihatsu Boy,#4650,#2824,37541,2019,fall,11.0,Studio Deen,Novel,"['Comedy', 'School']",6.77,979.0
Kandagawa Jet Girls,#9652,#3165,30242,2019,fall,12.0,TNK,Original,"['Sports', 'Ecchi']",5.66,33.0
